Country,Name,Club,Position,Games,Goals
New Zealand,Peter Glover,Auckland City,goalkeeper,62,-58
Guyana,Hunter Vasquez,GDF,goalkeeper,73,-16
South Africa,Patricia Spencer,Cape Town City,goalkeeper,66,-87
Oman,Elizabeth Walker,Al Suwaiq,midfielder,57,48
North Macedonia,Gary Tate,Struga,goalkeeper,60,-37
Andorra,William Anthony,Inter Club d'Escaldes,goalkeeper,62,-53
Romania,Stephanie Bentley,Farul Constanta,midfielder,31,23
Nigeria,David French,Rivers United,forward,56,64
Moldova,Heather Wood,Dacia-Buiucani,midfielder,71,59
Bolivia,Kathryn Sanchez,Royal Pari,midfielder,68,60
Namibia,Alexis Duffy,Blue Waters,midfielder,57,73
Ukraine,Brenda Mendoza,Shakhtar Donetsk,midfielder,70,64
Liberia,Joseph Scott,Monrovia Club Breweries,forward,76,68
Armenia,Andrew Johnson,Urartu,goalkeeper,69,-15
Uzbekistan,Carrie Johnson,Pakhtakor,midfielder,41,29
Togo,Denise Hamilton,Semassi,forward,58,60
Nigeria,Peter Cisneros,Lobi Stars,goalkeeper,64,-46
Russia,David Jones,Dinamo Moscow,midfielder,77,33
Malawi,Carrie Lawson,Blue Eagles,goalkeeper,57,-62
Gabon,Brent Peck,AS Pélican,defender,66,56
San Marino,Jermaine Ramirez,Pennarossa,goalkeeper,49,-91
Cuba,Nicholas Mason,FC La Habana,midfielder,47,67
Myanmar,Garrett Salas,ISPE,forward,55,60
Bahrain,Emily Sanchez,Al-Ahli,goalkeeper,44,-65
Mauritania,Nicholas Austin,Kaedi,forward,71,47
Germany,Krista Nguyen,Borussia Dortmund,forward,63,38
Latvia,Andrea Vaughn,Metta,defender,64,55
Estonia,Victor Carney,Paide Linnameeskond,goalkeeper,69,-89
Moldova,Alexander Cooper,Sfintul Gheorghe,forward,54,70
India,Antonio Guerrero,Hyderabad FC,defender,49,58
Bulgaria,Destiny Gray,Arda Kardzhali,midfielder,55,41
Liechtenstein,Lauren Vincent,Triesen,goalkeeper,54,-45
Mongolia,Ryan Bell,Ulaanbaatar City,forward,67,52
Cyprus,Matthew Morris,AEK Larnaca,forward,50,47
Belarus,Patricia Rodriguez,Shakhtyor Soligorsk,midfielder,69,40
Luxembourg,Madison Woods,UNA Strassen,goalkeeper,50,-84
Zambia,Kelly George,Napsa Stars,forward,60,66
Dominican Republic,Jessica Morrison,Jarabacoa FC,forward,54,41
Korea (South),Greg Perez,FC Seoul,midfielder,58,29
Vietnam,Teresa Jackson,Song Lam Nghe An,midfielder,57,39
Brunei,Ricardo Turner,Lun Bawang,goalkeeper,50,-38
Eswatini,Samuel Bowers,Milling Hotspurs,goalkeeper,51,-45
Finland,Melissa Cabrera,HJK Helsinki,forward,75,62
Sao Tome and Principe,Dr. Renee Frazier,Alianca Nacional,midfielder,66,81
Cambodia,Cynthia Adams,Nagaworld,midfielder,62,105
Algeria,Alexis Chase,USM Alger,defender,57,64
Ecuador,Rebecca Landry,Universidad Catolica,midfielder,67,58
Kiribati,Julian Frost,Betio,midfielder,44,42
Greece,Johnathan Thomas,OFI Crete,goalkeeper,76,-40
Cameroon,Jon Mcguire,Bamboutos,defender,57,79
Italy,Dean Anderson,Roma,defender,75,31
Netherlands,Stephanie Vargas,Feyenoord,forward,75,13
Bangladesh,Cassandra Gentry,Saif SC,goalkeeper,65,-73
Singapore,Jessica Rice,Lion City Sailors,forward,60,90
Vietnam,Kimberly Porter,Binh Duong,defender,49,62
Austria,James Robinson,Red Bull Salzburg,midfielder,55,13
Guinea,Tyler Bailey,AS Kaloum,midfielder,74,80
Germany,Stacey Benson,Bayer Leverkusen,midfielder,44,83
Liberia,Rachel Davis,Mighty Blue Angels,goalkeeper,39,-45
Tunisia,Jeff Mason,Stade Tunisien,forward,57,85
Ecuador,Renee Villarreal,Independiente del Valle,midfielder,71,61
Tanzania,Amy Sandoval,Biashara United,forward,61,74
Chad,Emily Thomas MD,Tourbillon FC,goalkeeper,45,-73
Armenia,Devon Curry,Shirak,forward,61,23
Zambia,Willie Hill,Lumwana Radiants,forward,54,60
Luxembourg,David Robinson,Swift Hesperange,goalkeeper,49,-84
Cyprus,Denise Clark,Apollon Limassol,goalkeeper,65,-53
Costa Rica,Henry Walker,Herediano,defender,81,46
Greece,Debra Ware,Olympiacos,forward,57,69
Trinidad and Tobago,Timothy Francis,Club Sando,forward,60,16
Argentina,Christopher Holland,Boca Juniors,forward,83,2
Timor-Leste,Dominic Grant,Académica,goalkeeper,55,-58
Eswatini,Erin Jenkins,Royal Leopards,midfielder,75,78
Thailand,Robert Petty,BG Pathum United,midfielder,37,51
Kenya,Brian Patrick,AFC Leopards,defender,59,40
Brunei,Nicole Morgan,MS ABDB,forward,68,50
Saint Lucia,Susan Reeves DDS,VSADC,defender,81,19
Singapore,Dr. Michael Johnson,Tanjong Pagar,midfielder,68,46
San Marino,David Peterson,Tre Penne,forward,58,70
Mongolia,Anthony Cox,Ulaanbaatar City,midfielder,66,52
Ukraine,Crystal Strickland,Kolos Kovalivka,goalkeeper,55,-72
Czech Republic,Lindsay Curtis,Banik Ostrava,defender,50,42
Turkey,Ronald Sanders,Besiktas,forward,59,29
Mauritania,James Howard,FC Tevragh Zeina,goalkeeper,75,-4
Spain,Michael Rivera,Villarreal,goalkeeper,53,-43
Sudan,Melissa Simpson,Al Khartoum,forward,65,64
Costa Rica,David Hayes,Deportivo Saprissa,defender,54,1
Spain,Tiffany Harris,Real Sociedad,goalkeeper,58,-47
Philippines,Dawn Martinez,Mendiola,goalkeeper,50,-65
Liechtenstein,David Estrada,Triesen,defender,67,60
Cyprus,Michael Robertson,Apollon Limassol,midfielder,53,28
Trinidad and Tobago,Cody Bridges,Point Fortin Civic,midfielder,78,51
Sierra Leone,Stephen Little,FC Johansen,forward,53,53
Brazil,Tracie Cox,Gremio,forward,52,93
Marshall Islands,Mark Terrell,Arno FC,defender,36,69
Romania,Tyrone Rosales,Farul Constanta,defender,60,26
Brazil,James Solomon,Santos,midfielder,61,43
Chad,Edward Blake,Renaissance,defender,45,1
Libya,Jennifer Thompson,Al Nasr,forward,40,72
Egypt,Matthew Smith,Al Ahly,midfielder,51,63
Suriname,Joseph Walter,Transvaal,goalkeeper,50,-53
Thailand,Amanda Anderson,Chonburi,defender,61,75
Sri Lanka,Shannon Holmes,Ratnam,midfielder,55,37
Finland,Brett Jones,VPS,midfielder,58,74
Bulgaria,Michelle Thompson,CSKA Sofia,defender,54,42
Tajikistan,Christopher Moore,Khatlon,midfielder,58,20
Chile,Bryan Johnson,Universidad Catolica,defender,50,85
Kuwait,Kathleen Young,Al Jahra,goalkeeper,52,-82
Bahamas,Cameron Foley,Dynamos FC,midfielder,51,41
Guatemala,Diana Maldonado,Guastatoya,defender,69,56
Botswana,Robert Smith,Orapa United,forward,58,35
Niger,Brian Morgan,Olympic Niamey,defender,59,33
Serbia,Aaron Thomas,Vojvodina,midfielder,44,38
Bahrain,Carly Lambert,Al-Najma,forward,57,46
Grenada,Jordan Jimenez,Hard Rock FC,forward,88,50
Iraq,Mr. Adam Rogers,Al Minaa,midfielder,66,11
Mauritania,Amanda Roy,ACS Ksar,midfielder,50,28
Germany,Elizabeth Hensley,RB Leipzig,midfielder,50,48
Bosnia and Herzegovina,Sarah Gonzales,Velez Mostar,midfielder,75,92
Estonia,Catherine Williams,Kuressaare,defender,54,94
Grenada,Katrina Miranda,Paradise FC International,goalkeeper,59,-26
Angola,Dylan Vargas,Interclube,defender,50,33
Uruguay,Andrew Jensen,River Plate Montevideo,forward,80,67
Lithuania,Danielle Gutierrez,Riteriai,defender,55,1
Vietnam,Thomas Reed,Hanoi FC,forward,56,32
Denmark,Mike Montes,Brondby,midfielder,57,45
Monaco,John Sullivan Jr.,Fontvieille,midfielder,51,50
Czech Republic,Darrell Williams,Slovan Liberec,defender,68,22
Bulgaria,Clayton Henderson,Levski Sofia,midfielder,60,53
Canada,Brandon Lloyd,CF Montreal,forward,52,65
Lesotho,Sarah Page,Linare,midfielder,69,60
Egypt,Mario Spears,Ceramica Cleopatra,midfielder,63,53
Madagascar,Adam Huerta,Ajesaia,goalkeeper,77,-32
South Africa,James Watts,Stellenbosch,defender,62,74
Kyrgyzstan,Regina Walters,Alga Bishkek,goalkeeper,48,-27
Honduras,Nicholas Kelly,Olimpia,forward,74,52
Guinea-Bissau,Lance Chen,Sporting Bissau,goalkeeper,59,-103
Switzerland,Andrew Young,St. Gallen,forward,61,21
Bangladesh,Michelle Cervantes,Bashundhara Kings,defender,62,80
Finland,Corey Flores,Inter Turku,midfielder,45,1
United Arab Emirates,Tim Hall,Al Ain,goalkeeper,53,-48
Barbados,Nancy Carter,Brittons Hill,goalkeeper,59,-62
Mauritania,Jennifer Miller,ACS Ksar,goalkeeper,76,-7
Namibia,Matthew Navarro,Civics,defender,84,38
Eritrea,John Benjamin,Al-Tahrir,forward,62,73
Timor-Leste,Mr. Anthony Donovan,Karketu Dili,midfielder,72,97
Haiti,Rose Carter,Racing Club Haitien,forward,66,38
Haiti,Keith Moore,FICA,midfielder,46,42
Cyprus,Benjamin Johnson,Omonia,forward,46,50
Guinea,Matthew Stewart,Horoya,goalkeeper,51,-74
Philippines,David Romero,Mendiola,goalkeeper,67,-31
Eswatini,Chad Hays,Green Mamba,forward,59,28
Slovakia,Brenda Hunter,Ruzomberok,midfielder,69,46
Comoros,Cindy Jones,Fomboni FC,defender,48,107
Angola,Emily Turner MD,Kabuscorp,goalkeeper,74,-47
Brunei,John Carter,Wijaya FC,forward,38,21
Kuwait,Roberto Hill,Al Naser,midfielder,64,74
Liberia,Eric Davidson,Invincible Eleven,goalkeeper,65,-57
Croatia,Derek Brown,Lokomotiva,forward,45,36
Nigeria,Jason Tran,Akwa United,defender,48,99
Montenegro,Karen Waters,Rudar,forward,41,63
Estonia,Krystal Hill,Kuressaare,forward,77,42
Ukraine,Timothy Cooper,Dynamo Kyiv,forward,53,76
Bosnia and Herzegovina,Zachary Owens,Zrinjski Mostar,midfielder,52,46
Cameroon,Dylan Diaz,APEJES Academy,defender,66,28
United Arab Emirates,Joshua Smith,Shabab Al Ahli,goalkeeper,66,-58
Sao Tome and Principe,Matthew Boyd,Alianca Nacional,forward,64,101
Greece,Paul Jordan II,Olympiacos,goalkeeper,67,-1
France,Jonathan Brown,Marseille,midfielder,53,79
North Macedonia,Samuel Ponce,Shkendija,defender,74,95
Kazakhstan,Cindy Ortega,Kairat,forward,64,49
Belgium,Katrina Wood,Antwerp,midfielder,61,25
Georgia,Pamela Garza,Dinamo Tbilisi,goalkeeper,62,-71
China,Christine Gray,Tianjin Jinmen Tiger,defender,61,79
Nepal,Samuel Sullivan,Three Star Club,midfielder,63,78
Madagascar,Jonathan Lawson,Tia Kitra,forward,68,55
North Macedonia,Maureen Henderson,Sileks,defender,48,78
Saint Kitts and Nevis,Renee Lynch,SPD United,forward,69,106
Saint Lucia,Joanna Brennan,Gros Islet,forward,56,54
Sweden,Shane Williams,Djurgarden,goalkeeper,62,-70
Sierra Leone,Micheal Gibbs,Bo Rangers,defender,77,30
Slovakia,Daniel Thomas,Slovan Bratislava,forward,65,55
Ghana,Max Hernandez,Aduana Stars,midfielder,67,42
United States,Brandon Richardson,Portland Timbers,forward,68,30
Mozambique,Jeffery Lopez,UD Songo,midfielder,42,41
Turkmenistan,Andrew Fernandez,Kopetdag,forward,51,69
Kyrgyzstan,Jasmine Huffman,Ilbirs Bishkek,defender,43,30
India,Donna Higgins,Hyderabad FC,midfielder,75,20
Angola,Mrs. Donna Benjamin,Sagrada Esperanca,goalkeeper,52,-69
Malawi,Patrick Gregory,MAFCO,midfielder,60,50
Tunisia,Sean Singh,Esperance,forward,59,45
Seychelles,Shannon Mckinney,St Michel United,forward,54,11
Laos,Bryan Lloyd,Master 7,midfielder,91,73
Turkey,John Hernandez,Basaksehir,goalkeeper,70,-61
Azerbaijan,Jerome Keller,Neftchi Baku,forward,64,14
Oman,Zachary Hill,Dhofar,midfielder,54,31
Libya,Mathew Owens,Al Tahaddy,defender,54,38
Costa Rica,Zachary Ruiz,Herediano,forward,55,75
Egypt,Anthony Santana,Al Masry,midfielder,73,37
Liberia,Jennifer Howard,Mighty Blue Angels,forward,41,46
Korea (South),Kevin Jacobs,Incheon United,forward,76,28
Uganda,Rachel Osborne,BUL,defender,61,63
Guinea,Kayla Cooper,Satellite FC,goalkeeper,44,-54
Libya,Denise Greer,Al Tahaddy,midfielder,68,49
Malaysia,Sharon Nelson,Selangor,goalkeeper,49,-82
Denmark,Daniel Brady,Viborg,defender,59,72
Burkina Faso,Colleen Donovan,Rahimo FC,forward,51,46
Romania,Brad Chen,Farul Constanta,defender,51,1
Nicaragua,Kristy Brown,UNAN Managua,goalkeeper,57,-71
Bhutan,Alicia Taylor,Thimphu City,defender,64,59
Myanmar,Brenda Mccullough,Shan United,forward,65,64
Bahrain,Carlos Crawford,Al-Ahli,goalkeeper,55,-35
Tajikistan,Justin Hays,Khujand,goalkeeper,47,-16
Sri Lanka,Samantha Chang,Solid,goalkeeper,64,-59
Uruguay,Ryan Norman,Liverpool Montevideo,forward,57,23
Namibia,John Noble,Young African,goalkeeper,59,-67
Armenia,Martin Brock,Ararat-Armenia,goalkeeper,58,-44
Jordan,Erik Reese,Al Jazeera,defender,77,78
Belarus,Andrew Velazquez,Isloch,defender,72,93
Zambia,Shari Mejia,Green Buffaloes,midfielder,73,25
Cuba,Bonnie Burgess,FC Guantanamo,defender,72,39
Papua New Guinea,Jimmy Jones,Toti City,defender,66,52
Uzbekistan,Mandy Hester,Nasaf,midfielder,57,88
Panama,David Hart,Atletico Chiriqui,goalkeeper,58,-37
Papua New Guinea,Ryan Simmons,Toti City,midfielder,45,17
Jamaica,Robert Guzman,Cavalier,goalkeeper,45,-69
Serbia,Meagan Smith,Radnicki Nis,goalkeeper,67,-84
India,Sean Lynn,Kerala Blasters,forward,69,26
Qatar,Michael Walker,Al Sadd,goalkeeper,85,-49
Marshall Islands,William Johnson,Majuro FC,midfielder,83,63
Senegal,Amber Johnston,US Goree,defender,56,84
Tajikistan,David Davis,CSKA Pamir,midfielder,54,84
Russia,Allison Barron,CSKA Moscow,midfielder,39,57
Ireland,Michael Rodriguez,St Patrick's Athletic,forward,51,51
Bahrain,Carl Murray,East Riffa,goalkeeper,70,-43
Dominica,Derek Guerrero,Bath Estate,forward,64,48
Ethiopia,Lauren Steele,St. George,forward,51,11
Jordan,Kenneth Rodriguez,Shabab Al Ordon,forward,67,47
Bahamas,Jason Ruiz,Nassau United,midfielder,46,46
Afghanistan,Joanne West,De Spinghar Bazan,midfielder,53,59
Sierra Leone,Alexandra Bowers,FC Johansen,midfielder,68,54
El Salvador,Tony Rodriguez,Chalatenango,forward,55,41
Timor-Leste,Phillip Holmes,FC Lalenok United,forward,75,74
Thailand,Angela Peters,Muangthong United,midfielder,66,27
Italy,Natasha Walters,AC Milan,defender,64,63
Cape Verde,Pamela Bell,Sporting Praia,defender,63,76
Monaco,Joel Garcia,La Condamine,defender,30,68
Cuba,Sharon Clay,FC Camaguey,midfielder,50,25
Zimbabwe,Samuel Ho,Highlanders,forward,55,68
Tajikistan,Candace Miller,CSKA Pamir,goalkeeper,43,-55
Chad,Daniel James,Renaissance,forward,72,24
Singapore,Pamela Hart,Lion City Sailors,midfielder,43,15
Bulgaria,Miguel George,Levski Sofia,defender,77,50
Grenada,Alexandra Benson,Paradise FC International,defender,64,72
Kyrgyzstan,April Davis,Alga Bishkek,midfielder,48,56
Tajikistan,Justin Bailey,Fayzkand,goalkeeper,65,-1
Guinea,Julia Clark,Wakriya,forward,61,84
Suriname,Benjamin Gonzalez Jr.,SNL,defender,55,10
Morocco,Sarah Martin,FUS Rabat,midfielder,65,53
Dominican Republic,Donald Miller,Jarabacoa FC,goalkeeper,59,-60
Cuba,Christopher Christian,FC Santiago,midfielder,48,14
Ghana,Christopher Manning,Asante Kotoko,goalkeeper,66,-29
Namibia,Andrew Johnson,Black Africa,midfielder,60,48
Brazil,Christopher Sanchez,Atletico Mineiro,midfielder,38,36
Lebanon,Brad Patterson,Shabab Sahel,forward,77,78
Colombia,Michelle Webb,Atletico Nacional,goalkeeper,59,-34
Chad,Hailey Garrison,AS Moundou,midfielder,56,54
Central African Republic,Ray Gilbert,Faucon Flambeau,midfielder,74,107
Azerbaijan,Christina Hernandez,Zira,forward,39,86
Somalia,Vanessa Wilson,Gaadiidka,goalkeeper,42,-66
Benin,Valerie Chambers,Requins de l'Atlantique,defender,63,75
Jamaica,Brandy Long,Tivoli Gardens,midfielder,46,80
Argentina,Jennifer Young,San Lorenzo,midfielder,70,45
Philippines,Amy Long,Stallion Laguna,goalkeeper,89,-70
United States,Sarah Esparza,Columbus Crew,defender,52,35
Colombia,Steven Davis,Santa Fe,midfielder,90,33
Montenegro,Jacob Mckinney,Sutjeska,defender,48,49
United Kingdom,Marc Miller,Leicester,midfielder,74,9
Somalia,William Brown,Jazeera,forward,58,40
Ecuador,Kayla Johnson,Aucas,defender,72,58
Honduras,John Griffin,Marathon,midfielder,68,57
Kuwait,Sandra Flores,Al Salmiya,midfielder,65,55
Guyana,Dr. Brian May,GDF,defender,65,47
Malta,Ethan Willis,Hibernians,forward,50,17
Kyrgyzstan,Susan Smith,Ilbirs Bishkek,goalkeeper,68,-57
Gambia,Deanna Garcia,Hawks,defender,73,22
Comoros,Amanda Hernandez,Volcan Club,defender,60,14
Hungary,Michelle Jackson,MTK Budapest,forward,41,71
Antigua and Barbuda,Carlos Frederick,Parham FC,midfielder,54,78
Romania,Kristi Davis,Rapid Bucuresti,midfielder,48,32
Yemen,Autumn Greer,Al Saqr,defender,75,52
Sweden,Tyler Zuniga,IFK Goteborg,defender,39,37
China,Rachel Kelly,Shandong Taishan,goalkeeper,74,-54
El Salvador,Justin Miller,Alianza,forward,67,18
Burundi,Gina Williams,Vital'O,midfielder,62,45
Peru,Michael Nelson,Universitario,forward,61,35
Tunisia,Andrea Harris,US Monastir,forward,41,37
Turkey,Richard George,Fenerbahce,goalkeeper,57,-41
China,Nathan Roberts,Tianjin Jinmen Tiger,goalkeeper,81,-81
Myanmar,Martin Potter,Rakhine United,forward,68,24
Paraguay,Albert Cook,Nacional,midfielder,61,12
Ethiopia,Kylie Bailey,Dire Dawa City,forward,46,38
Trinidad and Tobago,Miss Michelle Taylor MD,Defence Force,midfielder,67,72
Central African Republic,Benjamin Randall,ASDR,midfielder,62,58
Lithuania,Ian Meyer,Dziugas,forward,52,64
Georgia,Lindsey Williams,Dinamo Tbilisi,goalkeeper,34,-29
Qatar,Cheryl Baker,Al Duhail,defender,50,71
Rwanda,Wayne Garza,APR,forward,50,19
North Macedonia,Robert Williams,Struga,defender,78,1
Namibia,Ronald Chandler,Civics,midfielder,70,54
Kenya,David Barr II,Kariobangi Sharks,forward,52,20
Saudi Arabia,Jordan Huynh,Al Taawoun,goalkeeper,64,-55
Uzbekistan,Dr. Courtney Thompson MD,Metallurg Bekabad,forward,70,57
Senegal,Dustin Meyers,US Goree,midfielder,65,48
Libya,Natalie Davis,Al Madina,midfielder,79,62
Nigeria,Sarah Flores,Lobi Stars,goalkeeper,68,-55
Mexico,Paul Chen,Guadalajara,goalkeeper,59,-67
Gambia,Victoria Griffin,Hawks,defender,75,41
Tanzania,Courtney Fritz,Simba,goalkeeper,57,-53
Cuba,Joshua Jones,FC La Habana,midfielder,61,63
Malaysia,Lisa Taylor,Penang,midfielder,60,73
Bahrain,Amber King,Al-Muharraq,midfielder,55,47
Monaco,Miranda Smith,AS Monaco,midfielder,35,1
Portugal,Briana Davidson,Porto,forward,66,44
Ethiopia,Timothy Edwards,Wolaitta Dicha,midfielder,63,30
Ireland,Christopher Vincent,St Patrick's Athletic,forward,78,30
India,Jacob Bryant,ATK Mohun Bagan,midfielder,57,65
Monaco,Amber Rice,Monaco II,defender,63,1
Paraguay,Kristen Spence,Cerro Porteno,goalkeeper,49,-59
Somalia,Phillip Lamb,Jazeera,goalkeeper,53,-66
Bolivia,Christian Yoder,Always Ready,defender,50,54
Romania,Matthew Smith,Rapid Bucuresti,defender,81,52
Nepal,Heather Taylor DDS,Sankata,defender,47,53
Oman,John Campbell,Al Nahda,goalkeeper,43,-11
United States,Laura Garcia,New York City FC,defender,55,45
Iran,Grace Woodward,Gol Gohar,goalkeeper,45,-67
Comoros,Stephen Rich,Coin Nord,midfielder,74,37
Thailand,Mrs. Kylie Forbes,Ratchaburi,forward,57,74
Finland,Amy Smith,Ilves,midfielder,60,26
Greece,Carlos Rios,OFI Crete,midfielder,61,10
Mauritania,Cameron Hughes,ASAC Concorde,defender,66,120
United Kingdom,Rodney Patrick,Chelsea,midfielder,62,100
Mauritius,Manuel Butler,Curepipe Starlight,forward,74,59
Paraguay,Theresa Lee,Guarani,defender,59,36
Sao Tome and Principe,Jessica Fleming,FC Neves,forward,49,102
Norway,Matthew Brown PhD,Lillestrom,defender,54,65
Malta,Andrew Sampson,Hibernians,goalkeeper,67,-3
India,John Norton,Jamshedpur FC,forward,68,62
Belize,Erica Robinson,San Pedro Pirates,defender,84,67
Antigua and Barbuda,Chelsea Carpenter,Empire FC,midfielder,59,61
Barbados,Zachary Anthony,Ellerton FC,defender,76,45
Italy,Tyler Swanson,Fiorentina,forward,83,66
Lebanon,Catherine Frederick,Nejmeh,defender,82,35
Ghana,Jason Taylor,Great Olympics,forward,57,44
Sweden,Mary Walker,Malmo FF,defender,86,20
Russia,Alicia Torres,Krasnodar,midfielder,47,34
Marshall Islands,Michael Crawford,Arno FC,forward,45,29
Sweden,Gloria Rice,IFK Goteborg,forward,76,27
United States,Annette Butler,New York City FC,defender,73,35
Mozambique,Jennifer Williams,Liga Muculmana,defender,43,36
Palau,Kimberly Gomez,Kramers FC,midfielder,65,42
Portugal,Christina Carter,Sporting CP,forward,70,96
Bhutan,Stanley Williams,Transport United,goalkeeper,60,-79
Albania,Michelle Moss,Kukesi,midfielder,61,62
Malta,Kelly Calhoun,Birkirkara,forward,47,37
Burkina Faso,William Carroll,Etoile Filante,forward,61,41
Singapore,Cheryl Norman,Balestier Khalsa,midfielder,76,33
Mozambique,Robert Pittman,Liga Muculmana,goalkeeper,69,-13
Qatar,Stuart Garza,Al Gharafa,defender,64,48
Tonga,Devin Williams,Ngele'ia,defender,42,30
Moldova,Laura Roberts,Petrocub,forward,78,78
Latvia,Derek Mullins,Metta,defender,53,69
Cyprus,Leroy Peters,Omonia,goalkeeper,65,-32
Botswana,Donald Mills,Security Systems,goalkeeper,60,-39
Saudi Arabia,Monique Roach,Al Taawoun,midfielder,44,31
Ecuador,Alexander Mckay,Universidad Catolica,goalkeeper,48,-15
Bangladesh,Travis Burke,Bashundhara Kings,defender,57,25
Zimbabwe,Dominic Jackson,Chicken Inn,goalkeeper,73,-80
Rwanda,Andrea Kennedy,Gasogi United,midfielder,71,66
Belarus,Theresa Page,Torpedo Zhodino,midfielder,66,63
Switzerland,Ryan Bond,Young Boys,midfielder,54,27
Egypt,Jeffrey Contreras,Al Masry,goalkeeper,61,-53
Czech Republic,Andrea Collins,Slovan Liberec,defender,69,90
Ireland,Michael Joyce,Sligo Rovers,forward,75,17
South Africa,Catherine Graham,AmaZulu,defender,57,41
Zambia,Zachary Holt,Green Eagles,defender,45,42
Serbia,William Johnson,Red Star Belgrade,forward,64,87
Panama,Cameron Schmidt,Tauro,defender,54,35
Kazakhstan,Emily Rodgers,Astana,goalkeeper,58,-19
Libya,Elizabeth Castillo,Al Ittihad,midfielder,47,66
France,Alison Allen,Lyon,midfielder,41,47
Brazil,Steven Matthews,Flamengo,midfielder,57,38
Somalia,Danielle Munoz,Banadir,goalkeeper,48,-1
Bahamas,Joshua Mooney,Western Warriors,defender,56,80
Syria,Hannah Wilcox,Al Wahda,forward,78,58
New Zealand,Juan Pratt,Canterbury United,midfielder,53,60
Moldova,Terry Carr,Sheriff Tiraspol,goalkeeper,55,-89
Japan,Kenneth Ray,Kawasaki Frontale,forward,53,25
Mexico,Roberto Coffey,Tigres,forward,61,65
Morocco,Rebecca Graves,Wydad Casablanca,midfielder,60,48
Nigeria,Juan Foley,Akwa United,goalkeeper,58,-36
Sudan,Lori Watson,Al Hilal Omdurman,goalkeeper,65,-37
Guinea,Steven Simmons,Fello Star,goalkeeper,45,-45
Bangladesh,Crystal Hayes,Abahani Dhaka,goalkeeper,65,-53
Serbia,Bradley King,Vojvodina,midfielder,42,20
Mauritania,James Meyer,ACS Ksar,forward,53,54
Mexico,Kathleen Gray,Guadalajara,defender,51,74
Sri Lanka,Jesse Pruitt,Java Lane,defender,59,44
Bolivia,John Richardson,Always Ready,defender,63,72
Qatar,Patrick Atkinson,Al Duhail,midfielder,51,51
Benin,Mary Foster,ASPAC,goalkeeper,59,-78
